identifica,xCentroid,yCentroid
"0344100000104852",132601.729,455765.511
"0344100000104853",132601.733,455769.105
"0344100000104858",131342.703,455876.099
"0344100000106505",132916.612,455733.946
"0344100000106506",132918.416,455737.407
"0344100000106895",132047.539,455813.499
"0344100000104323",131819.521,455603.750
"0344100000104324",131816.269,455603.740
"0344100000105330",132012.016,456049.356
"0344100000105331",131377.400,456334.154
"0344100000106520",131536.975,456699.274
"0344100000106075",132403.467,455446.122
"0344100000104329",131930.899,455933.444
"0344100000104330",131944.726,455674.632
"0344100000104331",131941.672,455674.624
"0344100000104334",131240.424,456050.164
"0344100000105345",131228.658,456197.673
"0344100000105346",131233.080,456198.369
"0344100000105347",132462.596,456307.530
"0344100000104346",131949.278,456158.497
"0344100000105354",131370.190,456234.092
"0344100000105355",131371.820,456234.644
"0344100000104347",131949.278,456156.522
"0344100000106092",131150.739,456284.542
"0344100000106093",131147.172,456282.515
"0344100000107423",131228.763,456628.559
"0344100000107424",131227.199,456627.910
"0344100000106101",131949.735,455677.648
"0344100000107906",131482.862,456402.520
"0344100000107432",132650.577,455438.820
"0344100000108388",132768.702,455242.927
"0344100000106113",131218.463,456393.173
"0344100000106114",131215.721,456391.622
"0344100000106550",132020.960,455567.940
"0344100000107918",131304.660,456647.488
"0344100000107921",132152.175,456186.397
"0344100000107444",132874.478,455831.710
"0344100000107445",132876.673,455831.708
"0344100000107448",131944.777,455797.292
"0344100000107449",132736.755,455806.361
"0344100000107450",132733.570,455806.367
"0344100000106557",131918.057,455534.842
"0344100000107931",132274.712,456324.774
"0344100000109381",132683.129,455542.522
"0344100000106563",131335.373,456382.156
"0344100000106564",131332.770,456380.667
"0344100000106939",131650.190,456322.301
"0344100000109868",131802.730,455864.925
"0344100000109869",131806.627,455864.902
"0344100000107936",132508.404,455687.930
"0344100000106125",131459.576,456391.355
"0344100000106598",132128.114,455996.115
"0344100000107937",132505.213,455686.611
"0344100000106599",132130.264,455996.123
"0344100000106132",132715.170,455612.690
"0344100000106133",132711.265,455612.691
"0344100000108418",131949.252,456069.818
"0344100000108907",131813.078,455806.794
"0344100000108908",131809.051,455806.789
"0344100000109398",132601.717,455740.291
"0344100000109399",132601.718,455736.703
"0344100000108918",132851.698,455845.913
"0344100000108919",132851.700,455842.324
"0344100000105791",131258.477,456134.840
"0344100000106585",131856.236,455806.801
"0344100000106586",131852.211,455806.795
"0344100000106587",132519.179,455757.181
"0344100000106588",132515.979,455757.152
"0344100000107950",132560.592,456173.111
"0344100000107481",133056.924,455442.622
"0344100000107482",133055.933,455439.060
"0344100000106152",132594.426,456046.036
"0344100000105801",131234.128,456132.206
"0344100000109411",132445.901,456274.404
"0344100000105774",131270.279,456137.981
"0344100000109913",131414.485,456436.724
"0344100000109424",132458.889,456311.483
"0344100000108452",131752.491,455864.920
"0344100000108453",131756.364,455864.935
"0344100000105833",131436.174,455807.500
"0344100000107003",132860.000,455826.939
"0344100000107004",132862.196,455826.937
"0344100000107009",131169.156,456290.669
"0344100000106637",132124.217,455895.083
"0344100000107010",131166.544,456289.188
"0344100000109949",132659.520,455542.498
"0344100000109950",131240.589,455980.973
"0344100000106221",132458.350,455538.531
"0344100000106229",131304.673,456143.696
"0344100000106230",131309.121,456144.384
"0344100000109969",132624.418,456132.779
"0344100000108516",132638.761,455546.868
"0344100000108517",132642.363,455546.868
"0344100000109488",131274.205,455814.007
"0344100000107570",132520.170,455617.321
"0344100000107571",132516.971,455617.324
"0344100000108052",132211.873,456310.407
"0344100000109502",132117.586,455886.290
"0344100000109503",132115.884,455884.477
"0344100000107664",132159.412,455954.469
"0344100000107592",131447.501,456460.326
"0344100000108544",132384.388,456180.328
"0344100000106707",131304.166,455999.416
"0344100000106708",131307.397,455999.914
"0344100000109103",131260.072,456061.952
"0344100000110400",131393.028,456229.682
"0344100000108087",132280.547,456138.696
"0344100000108088",132280.385,456141.637
"0344100000110014",131939.109,455758.536
"0344100000110414",132726.702,455818.723
"0344100000110415",132726.702,455815.132
"0344100000108091",132596.387,455445.817
"0344100000108092",132596.572,455449.522
"0344100000110020",132602.369,456156.641
"0344100000107622",131689.420,455864.894
"0344100000107623",131685.522,455864.890
"0344100000110025",132799.604,455233.093
"0344100000109068",132315.267,456420.582
"0344100000109069",132315.255,456423.231
"0344100000106294",131433.354,455820.756
"0344100000106295",131439.804,455820.756
"0344100000108575",131733.736,455801.503
"0344100000109104",131255.645,456061.272
"0344100000108120",132400.356,455446.435
"0344100000107639",132601.710,455730.687
"0344100000109086",131400.031,456336.365
"0344100000107640",132601.708,455727.105
"0344100000109567",132869.601,455826.942
"0344100000109568",132871.795,455826.942
"0344100000107650",131442.583,456441.129
"0344100000107136",132570.921,456585.285
"0344100000108601",132144.150,456146.716
"0344100000108602",132141.806,456146.783
"0344100000108604",131433.880,456269.407
"0344100000108605",131431.361,456267.993
"0344100000107663",132160.033,455952.420
"0344100000110059",131949.755,455725.081
"0344100000110060",131949.755,455728.391
"0344100000110061",132522.061,456596.146
"0344100000110062",132523.835,456599.738
"0344100000106781",131344.310,456312.900
"0344100000107672",131313.196,456305.739
"0344100000107673",131315.812,456307.218
"0344100000108151",132840.168,455612.948
"0344100000108152",132836.265,455612.950
"0344100000108625",131644.003,456432.521
"0344100000107683",132447.251,456107.994
"0344100000106806",132290.417,455618.277
"0344100000107164",131265.970,456634.142
"0344100000107165",131264.376,456633.591
"0344100000110090",132275.955,455426.917
"0344100000107692",131336.233,455858.097
"0344100000107693",131332.135,455858.118
"0344100000107695",132593.238,455542.499
"0344100000106364",132730.967,455763.334
"0344100000110101",132838.138,455546.809
"0344100000106814",131350.168,456315.952
"0344100000106815",131352.833,456317.359
"0344100000109137",132596.890,455457.447
"0344100000107179",131261.042,456058.365
"0344100000107180",131257.223,456057.759
"0344100000108198",132412.599,455386.353
"0344100000108199",132413.000,455390.122
"0344100000109151",131290.102,455837.146
"0344100000109152",131286.003,455837.154
"0344100000108660",131949.735,455697.923
"0344100000108661",131949.735,455694.613
"0344100000108219",132773.321,455612.692
"0344100000108220",132777.223,455612.693
"0344100000110126",131519.566,456926.061
"0344100000109655",131671.934,455803.077
"0344100000109656",131676.353,455803.067
"0344100000108689",131244.616,456635.143
"0344100000108690",131246.174,456635.791
"0344100000107750",131290.604,456207.321
"0344100000110152",131355.066,455827.601
"0344100000110561",132794.229,455869.582
"0344100000110562",132794.227,455873.177
"0344100000108696",131205.736,456120.723
"0344100000108697",131210.076,456121.883
"0344100000107762",131445.104,456442.554
"0344100000107764",132717.131,455291.201
"0344100000107765",132713.901,455287.589
"0344100000108705",132501.442,455542.501
"0344100000109206",131940.022,456055.912
"0344100000110574",132726.734,455789.976
"0344100000110575",132726.736,455786.381
"0344100000107783",132476.728,455672.200
"0344100000107784",132476.727,455675.799
"0344100000107252",131423.128,455863.092
"0344100000107253",131419.728,455863.092
"0344100000111400",132859.173,455758.699
"0344100000109713",132204.178,456134.976
"0344100000109714",131675.848,455806.807
"0344100000109715",131671.843,455806.800
"0344100000109716",132789.815,455616.734
"0344100000109225",132446.364,456162.927
"0344100000109226",132446.525,456160.024
"0344100000110603",132171.162,456144.553
"0344100000111417",132794.227,455815.158
"0344100000110946",131763.285,455864.929
"0344100000110947",131767.548,455864.908
"0344100000109234",131949.270,456172.945
"0344100000108288",132225.596,456071.710
"0344100000111418",132794.233,455818.742
"0344100000107276",132665.233,455669.252
"0344100000110212",132293.242,455703.277
"0344100000107287",131700.259,455864.890
"0344100000110621",132506.164,456088.643
"0344100000110624",131266.870,456275.808
"0344100000107288",131696.366,455864.894
"0344100000107291",132150.706,455952.727
"0344100000110217",132677.706,455542.514
"0344100000109745",131875.163,455603.766
"0344100000107831",132765.973,455881.889
"0344100000108765",132480.937,455542.504
"0344100000110225",132483.589,455682.634
"0344100000110226",132486.779,455682.636
"0344100000107832",132769.160,455881.890
"0344100000110640",132434.403,456361.010
"0344100000110641",131453.319,456462.169
"0344100000110642",131455.859,456463.612
"0344100000110233",131495.759,456378.603
"0344100000111472",132918.656,455406.473
"0344100000110994",132509.323,455617.327
"0344100000110995",132506.120,455617.332
"0344100000107314",131620.192,455801.486
"0344100000108788",132916.974,455818.658
"0344100000108789",132919.257,455816.199
"0344100000109279",131969.507,455933.505
"0344100000109781",131574.900,456733.411
"0344100000107324",132558.115,455542.514
"0344100000111473",132917.848,455402.856
"0344100000111475",132373.498,455640.171
"0344100000111476",132369.896,455640.169
"0344100000107329",132020.464,455946.729
"0344100000107330",132020.516,455942.808
"0344100000107342",131293.909,456213.288
"0344100000109793",131952.580,455674.628
"0344100000109794",131956.060,455674.628
"0344100000109294",131503.059,456384.294
"0344100000109295",131500.534,456382.877
"0344100000108814",132044.012,455976.184
"0344100000108816",131285.721,456202.841
"0344100000111035",132550.037,456175.455
"0344100000111507",132601.719,455746.298
"0344100000111508",132601.716,455749.883
"0344100000111038",131811.598,455685.033
"0344100000108828",131324.535,456385.543
"0344100000108829",131327.144,456387.030
"0344100000111513",131479.313,456389.915
"0344100000111514",131478.500,456391.443
"0344100000110695",131810.367,455803.198
"0344100000109821",132794.220,455882.736
"0344100000109822",132794.223,455879.145
"0344100000108836",131855.579,455603.745
"0344100000108837",131852.326,455603.748
"0344100000111884",131267.291,455857.020
"0344100000111047",131158.195,456284.484
"0344100000111048",131160.805,456285.953
"0344100000110716",131628.666,455928.615
"0344100000110717",131624.791,455928.617
"0344100000109835",132120.547,455898.482
"0344100000109333",131450.096,456957.538
"0344100000110319",132540.011,455542.505
"0344100000112876",132851.714,455687.827
"0344100000112878",132472.715,456245.880
"0344100000112879",132474.162,456244.342
"0344100000109850",132374.257,456159.441
"0344100000111551",131944.626,456085.101
"0344100000110739",132480.977,456287.759
"0344100000109861",131945.273,456055.910
"0344100000110747",131952.495,455758.531
"0344100000109862",131943.523,456055.911
"0344100000112408",131326.985,455927.395
"0344100000109360",132476.740,455637.338
"0344100000109361",132476.747,455633.746
"0344100000111571",131392.486,455929.907
"0344100000111572",131395.882,455930.026
"0344100000111935",132641.965,455617.404
"0344100000111936",132645.153,455617.405
"0344100000114366",131396.277,456250.954
"0344100000112930",131802.894,455806.783
"0344100000112931",131798.866,455806.777
"0344100000111596",132839.039,455258.074
"0344100000111603",131956.000,455758.531
"0344100000111595",132836.259,455258.574
"0344100000111968",132333.214,456132.844
"0344100000111610",131285.018,455858.119
"0344100000111611",131288.512,455858.120
"0344100000112444",132510.331,456581.180
"0344100000112445",132509.451,456579.395
"0344100000113903",132782.379,455542.497
"0344100000113906",131306.074,456643.877
"0344100000111127",131950.358,456150.546
"0344100000111129",131405.968,455863.092
"0344100000111130",131402.568,455863.092
"0344100000114398",132246.750,456375.019
"0344100000111626",131251.794,456133.041
"0344100000111627",131247.447,456131.889
"0344100000113916",132736.455,455542.495
"0344100000111984",132023.157,456157.114
"0344100000111985",132021.184,456157.133
"0344100000114412",131467.692,455934.892
"0344100000111640",131657.810,455993.021
"0344100000113940",132419.246,455726.195
"0344100000113941",132419.241,455729.798
"0344100000111646",131631.955,455864.881
"0344100000111647",131628.051,455864.882
"0344100000112974",132575.645,456130.209
"0344100000112979",132794.258,455789.943
"0344100000112980",132794.261,455786.357
"0344100000111655",132790.239,455688.257
"0344100000111656",132790.234,455685.343
"0344100000112497",132766.283,455612.682
"0344100000112498",132762.381,455612.683
"0344100000112502",131150.710,455850.838
"0344100000114920",131642.258,455860.982
"0344100000114921",131646.259,455860.981
"0344100000112991",132851.704,455691.416
"0344100000113458",132576.362,456169.472
"0344100000113459",132566.106,456575.552
"0344100000113460",132566.990,456577.343
"0344100000114931",132544.239,455675.796
"0344100000114932",132544.243,455672.201
"0344100000111203",131358.073,456474.733
"0344100000113470",132544.244,455808.350
"0344100000113471",132544.244,455811.950
"0344100000113011",131361.017,456230.978
"0344100000113012",131359.391,456230.429
"0344100000113015",131343.835,455867.372
"0344100000113016",131343.855,455870.892
"0344100000111215",131557.182,456076.736
"0344100000113988",132524.040,455546.851
"0344100000113989",132527.646,455546.854
"0344100000111705",132819.469,455229.513
"0344100000111704",132822.255,455229.017
"0344100000111726",131232.590,456330.853
"0344100000111727",131229.537,456329.120
"0344100000112064",131949.761,455848.146
"0344100000112065",131949.764,455844.840
"0344100000113511",131184.279,456141.059
"0344100000113512",132730.708,455744.507
"0344100000111732",132244.738,456329.324
"0344100000111733",132247.871,456329.240
"0344100000113513",132730.712,455747.412
"0344100000113998",132794.242,455693.400
"0344100000113999",132794.238,455689.805
"0344100000114003",132225.991,456329.821
"0344100000115402",131133.320,456274.688
"0344100000115403",131136.890,456276.708
"0344100000115405",132859.968,455637.261
"0344100000115406",132715.499,455546.839
"0344100000115407",132711.598,455546.860
"0344100000113051",131239.649,455987.049
"0344100000113515",131262.691,456206.047
"0344100000114521",132357.028,455715.107
"0344100000114522",131471.088,455935.000
"0344100000113525",132496.983,455613.268
"0344100000113526",132500.587,455613.258
"0344100000115410",132405.962,455644.216
"0344100000115411",132402.855,455644.221
"0344100000111259",132504.666,456569.717
"0344100000114532",131193.630,456308.809
"0344100000113533",133043.264,455409.135
"0344100000113534",133042.277,455405.568
"0344100000113536",132956.871,455775.582
"0344100000111260",132505.544,456571.503
"0344100000111270",131949.320,455944.165
"0344100000112601",132105.151,455884.133
"0344100000112602",132103.171,455882.020
"0344100000114554",131259.733,456196.138
"0344100000112112",132907.556,455753.963
"0344100000112113",132905.365,455753.963
"0344100000114555",132606.072,456152.591
"0344100000114561",132897.969,455758.750
"0344100000114562",132895.771,455758.747
"0344100000114565",131273.549,455841.021
"0344100000115021",131367.726,456329.114
"0344100000115022",131364.794,456327.587
"0344100000115026",132851.689,455813.481
"0344100000115027",132851.690,455817.063
"0344100000112618",132369.387,455711.233
"0344100000112619",132372.585,455711.235
"0344100000112621",131290.420,456447.412
"0344100000114074",132012.902,455862.978
"0344100000113094",132730.920,455542.485
"0344100000113097",132419.237,455755.043
"0344100000114566",131273.542,455845.521
"0344100000111297",132669.245,455749.860
"0344100000111298",132669.251,455746.268
"0344100000113106",131818.192,455685.454
"0344100000114089",132544.240,455754.183
"0344100000115041",131397.974,456351.993
"0344100000115044",132627.080,455613.348
"0344100000115045",132623.475,455613.353
"0344100000114090",132544.237,455750.586
"0344100000111810",131795.671,455864.934
"0344100000111311",131432.874,456378.222
"0344100000111312",131435.395,456379.645
"0344100000113587",132504.122,456127.348
"0344100000113595",132811.025,455231.036
"0344100000111811",131791.786,455864.942
"0344100000113596",132808.245,455231.537
"0344100000113124",132930.932,455460.061
"0344100000113125",132930.113,455456.441
"0344100000114596",132258.668,456328.950
"0344100000114597",132255.534,456329.033
"0344100000112650",132790.215,455666.036
"0344100000112651",132790.220,455669.034
"0344100000115059",132725.988,455546.827
"0344100000115060",132722.085,455546.837
"0344100000115489",132253.044,456368.734
"0344100000115490",132255.384,456368.721
"0344100000114607",131703.550,456134.355
"0344100000113612",132845.790,455546.853
"0344100000113613",132842.044,455546.789
"0344100000112156",132508.384,455682.647
"0344100000112157",132505.194,455682.649
"0344100000115065",132544.207,455617.889
"0344100000114116",132012.041,456157.127
"0344100000112668",131331.584,455923.838
"0344100000112669",131331.604,455920.372
"0344100000114121",131666.562,455926.962
"0344100000114122",131670.305,455928.148
"0344100000113621",132568.143,456123.834
"0344100000113624",131180.399,456140.336
"0344100000115513",132890.172,455683.149
"0344100000115514",132891.975,455686.610
"0344100000113157",132162.506,455944.776
"0344100000113158",132163.159,455942.736
"0344100000113629",131645.550,455803.045
"0344100000113630",131641.132,455803.081
"0344100000115099",132484.702,456283.688
"0344100000113160",131352.536,455838.084
"0344100000113161",131354.061,455834.861
"0344100000112191",132536.906,455395.813
"0344100000112192",132537.266,455399.506
"0344100000114649",131578.161,456710.286
"0344100000114153",131716.417,455927.625
"0344100000114154",131720.297,455927.629
"0344100000114658",131819.264,455806.798
"0344100000114659",131823.290,455806.804
"0344100000115118",132736.785,455877.856
"0344100000115119",132733.592,455877.863
"0344100000115873",132140.705,456141.523
"0344100000115874",132143.048,456141.465
"0344100000116370",132758.363,455810.420
"0344100000116371",132755.181,455810.420
"0344100000114171",131952.108,456150.543
"0344100000114172",131953.858,456150.546
"0344100000112719",132219.667,456025.471
"0344100000112720",132219.499,456028.411
"0344100000116378",132848.855,455407.508
"0344100000116379",132848.201,455403.854
"0344100000116385",132351.761,455691.051
"0344100000112226",132867.628,455871.958
"0344100000115141",132719.798,455401.184
"0344100000115142",131298.350,455837.142
"0344100000114694",131320.330,456383.154
"0344100000115899",132014.171,456054.297
"0344100000115148",132015.763,456100.946
"0344100000115149",132017.727,456100.926
"0344100000115573",132377.475,456093.784
"0344100000114189",132012.902,455859.888
"0344100000115913",132518.453,456182.653
"0344100000115914",131378.035,456171.175
"0344100000115917",132633.351,455818.595
"0344100000115918",132630.163,455818.590
"0344100000112255",132726.688,455683.775
"0344100000112256",132726.685,455680.175
"0344100000115589",131221.600,456196.591
"0344100000114712",131261.012,455931.211
"0344100000115595",132497.260,456187.525
"0344100000114707",131409.111,456229.797
"0344100000114708",131411.990,456230.345
"0344100000113705",131792.206,455603.753
"0344100000113706",131795.447,455603.755
"0344100000113231",131223.090,456625.870
"0344100000114219",132292.605,455684.091
"0344100000113719",132434.743,456112.532
"0344100000115596",132491.980,456188.704
"0344100000115600",132794.250,455795.955
"0344100000115601",132794.248,455799.542
"0344100000115181",132794.230,455758.574
"0344100000112276",132010.239,456001.829
"0344100000115182",132794.232,455762.161
"0344100000112780",131917.169,455462.207
"0344100000113728",132857.381,455409.529
"0344100000113249",132328.613,456450.369
"0344100000113250",132330.554,456452.162
"0344100000113742",131949.764,455817.430
"0344100000113743",131949.775,455814.119
"0344100000116455",132888.282,455758.737
"0344100000116456",132886.086,455758.734
"0344100000112296",132836.269,455417.369
"0344100000114763",133049.936,455417.141
"0344100000114764",133051.548,455421.275
"0344100000114765",131876.649,455861.084
"0344100000114766",131872.621,455861.077
"0344100000114262",131243.933,456337.276
"0344100000114263",131247.519,456339.273
"0344100000114771",132499.898,456560.028
"0344100000114772",132500.781,456561.814
"0344100000115647",132999.553,456381.141
"0344100000114269",131549.381,457056.884
"0344100000113271",131598.612,455989.675
"0344100000113274",132458.831,455813.174
"0344100000115657",131306.934,455837.147
"0344100000115229",132544.237,455691.408
"0344100000115230",132544.237,455695.008
"0344100000114283",132418.547,456474.911
"0344100000116486",131366.708,456406.900
"0344100000114284",132416.594,456473.122
"0344100000113776",131655.763,455998.978
"0344100000116487",131369.593,456408.525
"0344100000114296",131687.317,456650.222
"0344100000116488",131857.035,455738.257
"0344100000116489",131860.290,455738.253
"0344100000114806",132123.624,455890.087
"0344100000114807",132121.443,455892.148
"0344100000113314",132263.230,456368.468
"0344100000113315",132265.571,456368.461
"0344100000112845",132443.797,456209.381
"0344100000113319",132327.382,456200.043
"0344100000113320",132327.581,456197.191
"0344100000113797",132015.692,455951.831
"0344100000114323",132937.047,455796.982
"0344100000112361",131464.208,456186.976
"0344100000114324",132934.761,455799.449
"0344100000113805",131944.633,455986.539
"0344100000112864",132751.612,455612.676
"0344100000112865",132755.517,455612.683
"0344100000114824",131447.162,455863.092
"0344100000114825",131443.762,455863.092
"0344100000114844",132504.716,456116.579
"0344100000116054",132827.831,455260.085
"0344100000116055",132825.051,455260.582
"0344100000116545",132007.928,456120.773
"0344100000113348",132842.589,455898.992
"0344100000113349",132840.313,455901.449
"0344100000114362",131941.772,456055.912
"0344100000113358",131430.179,456262.765
"0344100000113359",131432.701,456264.186
"0344100000114861",132469.884,456299.616
"0344100000116563",132062.514,455827.603
"0344100000116564",132060.803,455825.793
"0344100000116890",132115.714,455980.299
"0344100000116891",132112.516,455980.302
"0344100000114365",131393.753,456249.534
"0344100000116568",132007.886,456147.669
"0344100000116569",132007.898,456145.694
"0344100000115323",131348.790,455853.743
"0344100000116905",131254.970,456639.446
"0344100000116906",131253.411,456638.798
"0344100000116577",132587.864,455542.496
"0344100000116087",132718.245,455542.509
"0344100000113860",132012.909,455818.942
"0344100000113861",132012.910,455822.038
"0344100000118373",132206.887,456205.551
"0344100000117410",131521.122,455866.412
"0344100000117411",131524.557,455866.046
"0344100000115341",132794.223,455633.147
"0344100000115342",132794.226,455636.735
"0344100000116595",131949.199,456121.370
"0344100000116102",132476.734,455662.604
"0344100000116103",132476.733,455666.205
"0344100000117415",132177.966,456202.517
"0344100000117416",132175.644,456202.577
"0344100000116604",131227.108,456323.429
"0344100000118888",132949.440,455783.608
"0344100000116605",131224.227,456321.813
"0344100000116119",131949.440,455758.532
"0344100000116120",131949.695,455755.512
"0344100000118889",132951.723,455781.146
"0344100000118895",131707.129,455864.882
"0344100000118896",131711.028,455864.879
"0344100000117435",132726.712,455799.538
"0344100000117436",132726.718,455795.940
"0344100000115788",132869.049,455691.713
"0344100000115789",132866.855,455691.710
"0344100000115790",132266.347,456328.747
"0344100000115791",132269.472,456328.667
"0344100000118905",131195.713,456110.740
"0344100000117431",132292.273,455674.401
"0344100000117433",131878.065,455599.088
"0344100000119874",132726.480,456019.684
"0344100000119398",132875.084,455863.879
"0344100000119399",132872.805,455866.339
"0344100000118910",131373.607,456164.340
"0344100000118913",131945.152,456107.489
"0344100000116963",132632.159,455546.858
"0344100000119403",132291.321,455645.525
"0344100000116964",132628.555,455546.855
"0344100000119882",132033.918,456049.336
"0344100000119883",132031.948,456049.342
"0344100000119886",132640.992,455818.609
"0344100000119887",132644.170,455818.612
"0344100000116968",131215.879,456045.830
"0344100000116969",131267.267,455878.580
"0344100000116643",131456.596,456372.566
"0344100000116644",131457.465,456371.078
"0344100000116158",132612.057,455369.046
"0344100000116154",132444.041,456327.407
"0344100000116157",132612.502,455372.732
"0344100000118430",131845.958,456078.098
"0344100000118431",132726.709,455617.316
"0344100000117955",131755.828,455860.962
"0344100000117956",131759.832,455860.962
"0344100000117001",132909.610,455826.596
"0344100000117002",132911.895,455824.147
"0344100000117003",132354.575,455446.445
"0344100000118960",131952.663,455794.246
"0344100000119443",131818.117,455528.908
"0344100000119444",131818.150,455531.326
"0344100000118454",132539.537,456177.873
"0344100000119922",132381.157,456072.853
"0344100000119923",132381.319,456069.918
"0344100000118968",131382.592,456238.296
"0344100000118969",131380.967,456237.745
"0344100000117973",131173.558,456189.705
"0344100000117974",131169.089,456189.258
"0344100000119007",132596.000,455438.108
"0344100000117516",132887.665,455457.065
"0344100000117517",132888.305,455460.693
"0344100000116203",131274.799,456637.189
"0344100000116204",131273.207,456636.642
"0344100000116205",132881.928,455667.331
"0344100000119008",131799.643,455684.268
"0344100000116206",132880.126,455663.869
"0344100000116208",132706.375,455447.436
"0344100000119474",132851.717,455672.241
"0344100000119475",132851.717,455668.647
"0344100000119477",132544.236,455685.400
"0344100000119478",132544.240,455681.807
"0344100000118491",132620.920,455542.472
"0344100000120376",132794.235,455752.566
"0344100000118008",131949.735,455718.243
"0344100000118009",131949.735,455714.933
"0344100000120377",132794.232,455748.976
"0344100000119490",132152.837,455925.612
"0344100000119491",132151.373,455924.039
"0344100000119006",132595.815,455434.407
"0344100000119959",131949.736,455687.763
"0344100000119960",131949.735,455684.453
"0344100000116234",132631.799,456124.873
"0344100000117483",132601.703,455683.659
"0344100000117484",132601.708,455680.068
"0344100000118036",131352.478,456398.856
"0344100000117058",131306.082,456221.166
"0344100000117059",132794.222,455623.592
"0344100000117060",132794.215,455627.177
"0344100000117566",132633.361,455751.155
"0344100000117567",132630.181,455751.150
"0344100000118517",132385.388,456386.290
"0344100000118519",131949.336,456008.140
"0344100000119035",132463.377,456248.522
"0344100000119036",132042.773,456157.116
"0344100000116761",132020.472,455951.854
"0344100000116276",132798.860,455612.688
"0344100000116277",132794.955,455612.689
"0344100000116280",132476.683,455704.597
"0344100000116281",132476.680,455700.997
"0344100000117089",131336.962,456653.583
"0344100000120435",132794.215,455617.311
"0344100000118548",132622.585,455751.154
"0344100000118549",132619.392,455751.156
"0344100000118067",132889.761,455848.032
"0344100000118068",132887.481,455850.491
"0344100000118071",131824.475,455511.889
"0344100000117098",132803.019,455546.804
"0344100000117607",132654.133,455613.334
"0344100000117099",132799.114,455546.803
"0344100000117105",132089.579,455856.439
"0344100000117106",132087.874,455854.622
"0344100000116785",131842.317,455927.444
"0344100000116786",131846.222,455927.447
"0344100000116290",131743.930,455803.072
"0344100000116291",131748.349,455803.072
"0344100000118086",131246.714,456317.554
"0344100000117118",132605.960,455542.507
"0344100000118564",131312.752,456011.313
"0344100000118565",131313.378,456007.206
"0344100000120461",132126.397,455893.022
"0344100000119566",132747.576,455881.896
"0344100000120030",131953.050,456017.750
"0344100000118577",132790.209,455747.425
"0344100000118578",132790.209,455744.517
"0344100000119088",132156.937,455962.386
"0344100000119567",132744.389,455881.893
"0344100000120041",131308.634,456066.908
"0344100000120042",131313.071,456067.584
"0344100000117633",132200.317,456028.183
"0344100000117634",132874.207,455426.039
"0344100000118580",131400.654,456346.892
"0344100000119571",131259.384,456619.377
"0344100000118581",131402.150,456344.283
"0344100000119572",131260.944,456620.019
"0344100000116305",132601.724,455755.887
"0344100000116306",132601.728,455759.485
"0344100000118585",132781.024,455616.730
"0344100000118586",132777.845,455616.728
"0344100000118589",132517.390,455284.960
"0344100000118590",132515.050,455285.425
"0344100000116328",132028.540,456100.921
"0344100000116329",132026.572,456100.939
"0344100000116823",132730.715,455678.586
"0344100000116824",132730.712,455675.699
"0344100000116826",131187.191,456123.426
"0344100000116827",131187.761,456121.347
"0344100000116830",132504.023,456289.904
"0344100000118112",131179.432,456363.326
"0344100000118113",131182.174,456364.877
"0344100000118133",132110.080,455996.178
"0344100000120495",132033.888,456053.946
"0344100000120496",132031.925,456053.945
"0344100000119596",131433.354,455842.204
"0344100000119599",132794.238,455809.119
"0344100000119600",132794.242,455805.535
"0344100000119601",131258.719,456202.381
"0344100000116839",131766.036,455860.964
"0344100000116840",131770.034,455860.964
"0344100000116343",132730.234,455416.985
"0344100000116348",131352.726,456139.827
"0344100000119113",131300.583,456214.896
"0344100000117170",131230.249,456194.220
"0344100000117171",131234.085,456194.820
"0344100000120072",132412.004,456483.565
"0344100000120073",132413.951,456485.347
"0344100000120509",131331.653,456147.848
"0344100000120510",131327.205,456147.167
"0344100000119121",132275.883,456065.283
"0344100000119123",132505.190,455761.164
"0344100000119124",132508.381,455761.166
"0344100000117673",131974.583,455507.891
"0344100000119614",131308.036,456215.169
"0344100000118158",131944.659,455938.560
"0344100000118169",131226.532,456057.935
"0344100000117687",132280.913,456023.668
"0344100000117688",132278.109,456026.432
"0344100000119144",132204.011,456264.594
"0344100000119145",132200.878,456264.680
"0344100000119148",131949.735,455708.083
"0344100000118644",132907.561,455758.751
"0344100000119643",132851.723,455681.814
"0344100000119644",132851.718,455678.224
"0344100000119149",131949.735,455704.773
"0344100000118645",132905.366,455758.750
"0344100000120107",131541.234,455841.025
"0344100000120108",131544.712,455841.002
"0344100000120109",131386.878,456417.635
"0344100000120110",131389.401,456419.054
"0344100000120873",132737.649,455616.730
"0344100000120874",132734.459,455616.729
"0344100000120551",132319.230,456138.889
"0344100000120880",132805.189,455264.163
"0344100000120118",131310.856,456644.501
"0344100000120119",131310.135,456642.562
"0344100000121379",132395.245,456794.175
"0344100000118197",132284.723,456423.463
"0344100000118198",132284.713,456420.812
"0344100000117714",132023.942,455878.655
"0344100000117715",132020.924,455878.632
"0344100000120562",131335.065,456659.030
"0344100000118671",131944.776,455817.570
"0344100000118672",131944.776,455814.260
"0344100000120140",132601.729,455664.116
"0344100000119679",132007.891,456094.145
"0344100000119186",132813.964,455612.477
"0344100000120901",132439.959,456280.787
"0344100000120902",132438.550,456282.309
"0344100000120905",132284.355,455401.805
"0344100000120906",132284.037,455398.005
"0344100000119680",132007.867,456096.120
"0344100000121403",132031.955,456152.515
"0344100000121404",132033.928,456152.496
